"Part Number","Tariff Code","Hazard/Dangerous Code","Dealer Net Price","Flat Fee","Large Tracks Charge","Regular Tracks Charge","Tires ATV Large Charge","Tires ATV Small Charge","Tires MC Charge","Wheels ATV Charge","Wheels MC Charge"
2001-2065,,None,N,Y,N,N,N,N,N,N,N
2001-2066,,None,N,Y,N,N,N,N,N,N,N
2001-2067,,None,N,Y,N,N,N,N,N,N,N
2001-2068,,None,N,N,N,N,N,N,N,N,N
2001-2069,,None,N,Y,N,N,N,N,N,N,N
2001-2070,,None,N,Y,N,N,N,N,N,N,N
2001-2071,,None,N,Y,N,N,N,N,N,N,N
2001-2072,,None,N,Y,N,N,N,N,N,N,N
2001-2073,,None,N,Y,N,N,N,N,N,N,N
2001-2074,,None,N,Y,N,N,N,N,N,N,N
2001-2075,,None,N,Y,N,N,N,N,N,N,N
2001-2084,,None,N,N,N,N,N,N,N,N,N
2001-2095,,None,N,N,N,N,N,N,N,N,N
2001-2100,,None,N,N,N,N,N,N,N,N,N
2001-2101,,None,N,N,N,N,N,N,N,N,N
2001-2104,,None,N,Y,N,N,N,N,N,N,N
2001-2105,,None,N,Y,N,N,N,N,N,N,N
2001-2106,,None,N,Y,N,N,N,N,N,N,N
2001-2107,,None,N,Y,N,N,N,N,N,N,N
2001-2108,,None,N,Y,N,N,N,N,N,N,N
2001-2109,,None,N,Y,N,N,N,N,N,N,N
2001-2113,,None,N,Y,N,N,N,N,N,N,N
2001-2116,,None,N,N,N,N,N,N,N,N,N
2001-2119,,None,N,Y,N,N,N,N,N,N,N
2001-2126,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2134,8539.50.00.00,None,Y,Y,N,N,N,N,N,N,N
2001-2137,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2196,8512.20.00.10,None,Y,Y,N,N,N,N,N,N,N
2001-2197,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2199,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2201,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2202,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2203,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2204,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2206,8539.50.00.00,None,Y,Y,N,N,N,N,N,N,N
2001-2207,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2215,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2222,,None,N,Y,N,N,N,N,N,N,N
2001-2258,,None,N,Y,N,N,N,N,N,N,N
2001-2261,,None,N,Y,N,N,N,N,N,N,N
2001-2266,,None,N,Y,N,N,N,N,N,N,N
2001-2268,,None,N,Y,N,N,N,N,N,N,N
2001-2270,,None,N,Y,N,N,N,N,N,N,N
2001-2273,,None,N,Y,N,N,N,N,N,N,N
2001-2282,,None,N,Y,N,N,N,N,N,N,N
2001-2283,,None,N,Y,N,N,N,N,N,N,N
2001-2284,,None,N,Y,N,N,N,N,N,N,N
2001-2285,,None,N,Y,N,N,N,N,N,N,N
2001-2286,,None,N,Y,N,N,N,N,N,N,N
2001-2288,,None,N,Y,N,N,N,N,N,N,N
2001-2289,,None,N,Y,N,N,N,N,N,N,N
2001-2290,,None,N,Y,N,N,N,N,N,N,N
2001-2291,8544.30.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2292,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2293,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2295,,None,N,Y,N,N,N,N,N,N,N
2001-2298,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2299,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2300,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2301,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2302,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2307,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2308,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2310,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2311,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2312,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2313,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2315,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2316,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2317,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2318,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2321,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2324,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2325,,None,N,Y,N,N,N,N,N,N,N
2001-2330,,None,N,Y,N,N,N,N,N,N,N
2001-2332,,None,N,Y,N,N,N,N,N,N,N
2001-2333,,None,N,Y,N,N,N,N,N,N,N
2001-2342,,None,N,Y,N,N,N,N,N,N,N
2001-2344,,None,N,N,N,N,N,N,N,N,N
2001-2345,,None,N,N,N,N,N,N,N,N,N
2001-2346,,None,N,N,N,N,N,N,N,N,N
2001-2347,,None,N,N,N,N,N,N,N,N,N
2001-2348,,None,N,N,N,N,N,N,N,N,N
2001-2349,,None,N,Y,N,N,N,N,N,N,N
2001-2350,,None,N,Y,N,N,N,N,N,N,N
2001-2351,,None,N,Y,N,N,N,N,N,N,N
2001-2352,,None,N,Y,N,N,N,N,N,N,N
2001-2353,,None,N,Y,N,N,N,N,N,N,N
2001-2361,,None,N,Y,N,N,N,N,N,N,N
2001-2362,,None,N,Y,N,N,N,N,N,N,N
2001-2363,,None,N,Y,N,N,N,N,N,N,N
2001-2364,,None,N,Y,N,N,N,N,N,N,N
2001-2365,,None,N,Y,N,N,N,N,N,N,N
2001-2366,,None,N,Y,N,N,N,N,N,N,N
2001-2370,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2371,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2372,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2373,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2374,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2375,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2376,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2377,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2378,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2379,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2380,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2381,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2386,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2387,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2389,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2399,,None,N,Y,N,N,N,N,N,N,N
2001-2403,,None,N,Y,N,N,N,N,N,N,N
2001-2406,,None,N,Y,N,N,N,N,N,N,N
2001-2410,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2411,8512.20.00.10,None,Y,Y,N,N,N,N,N,N,N
2001-2412,8512.20.00.10,None,Y,Y,N,N,N,N,N,N,N
2001-2413,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2414,8512.20.00.10,None,Y,Y,N,N,N,N,N,N,N
2001-2415,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2417,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2420,,None,N,Y,N,N,N,N,N,N,N
2001-2421,,None,N,Y,N,N,N,N,N,N,N
2001-2423,,None,N,Y,N,N,N,N,N,N,N
2001-2429,,None,N,Y,N,N,N,N,N,N,N
2001-2430,,None,N,Y,N,N,N,N,N,N,N
2001-2431,,None,N,Y,N,N,N,N,N,N,N
2001-2432,,None,N,Y,N,N,N,N,N,N,N
2001-2433,,None,N,Y,N,N,N,N,N,N,N
2001-2434,,None,N,Y,N,N,N,N,N,N,N
2001-2439,,None,N,Y,N,N,N,N,N,N,N
2001-2442,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2454,,None,N,Y,N,N,N,N,N,N,N
2001-2481,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2482,,None,N,Y,N,N,N,N,N,N,N
2001-2483,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2484,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2485,,None,N,Y,N,N,N,N,N,N,N
2001-2486,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2487,,None,N,Y,N,N,N,N,N,N,N
2001-2488,,None,Y,Y,N,N,N,N,N,N,N
2001-2489,,None,N,Y,N,N,N,N,N,N,N
2001-2490,,None,N,Y,N,N,N,N,N,N,N
2001-2491,,None,N,Y,N,N,N,N,N,N,N
2001-2492,,None,N,Y,N,N,N,N,N,N,N
2001-2502,,None,N,Y,N,N,N,N,N,N,N
2001-2503,,None,N,Y,N,N,N,N,N,N,N
2001-2504,,None,N,Y,N,N,N,N,N,N,N
2001-2505,,None,N,Y,N,N,N,N,N,N,N
2001-2506,8539.52.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2507,8511.40.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2508,,None,N,Y,N,N,N,N,N,N,N
2001-2509,8714.10.0050,None,N,Y,N,N,N,N,N,N,N
2001-2555,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2556,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2559,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2561,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2562,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2563,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2564,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2565,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2566,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2567,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2568,8539.52.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2571,8539.52.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2572,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2573,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2574,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2576,8539.52.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2582,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2583,,None,N,Y,N,N,N,N,N,N,N
2001-2584,,None,N,Y,N,N,N,N,N,N,N
2001-2585,,None,N,Y,N,N,N,N,N,N,N
2001-2592,8714.10.0050,None,N,Y,N,N,N,N,N,N,N
2001-2593,,None,N,Y,N,N,N,N,N,N,N
2001-2599,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2600,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2601,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2603,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2604,,None,N,Y,N,N,N,N,N,N,N
2001-2605,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2606,,None,N,Y,N,N,N,N,N,N,N
2001-2631,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2667,,None,N,Y,N,N,N,N,N,N,N
2001-2668,,None,N,Y,N,N,N,N,N,N,N
2001-2669,,None,N,Y,N,N,N,N,N,N,N
2001-2685,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2001-2694,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2695,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2696,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2699,,None,N,Y,N,N,N,N,N,N,N
2001-2703,,None,N,Y,N,N,N,N,N,N,N
2001-2704,,None,N,Y,N,N,N,N,N,N,N
2001-2705,,None,N,Y,N,N,N,N,N,N,N
2001-2725,,None,N,Y,N,N,N,N,N,N,N
2001-2726,,None,N,Y,N,N,N,N,N,N,N
2001-2727,,None,N,Y,N,N,N,N,N,N,N
2001-2728,,None,N,Y,N,N,N,N,N,N,N
2001-2729,,None,N,Y,N,N,N,N,N,N,N
2001-2730,,None,N,Y,N,N,N,N,N,N,N
2001-2731,,None,N,Y,N,N,N,N,N,N,N
2001-2736,,None,N,Y,N,N,N,N,N,N,N
2001-2738,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2739,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2740,,None,N,Y,N,N,N,N,N,N,N
2001-2741,,None,N,Y,N,N,N,N,N,N,N
2001-2744,,None,N,Y,N,N,N,N,N,N,N
2001-2745,,None,N,Y,N,N,N,N,N,N,N
2001-2746,,None,N,Y,N,N,N,N,N,N,N
2001-2747,,None,N,Y,N,N,N,N,N,N,N
2001-2748,,None,N,Y,N,N,N,N,N,N,N
2001-2780,,None,N,Y,N,N,N,N,N,N,N
2001-2790,8512.20.00.10,None,Y,Y,N,N,N,N,N,N,N
2001-2791,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2792,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2793,,None,N,Y,N,N,N,N,N,N,N
2001-2794,,None,N,Y,N,N,N,N,N,N,N
2001-2833,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2841,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2842,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-2843,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2844,,None,N,Y,N,N,N,N,N,N,N
2001-2845,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2846,,None,N,Y,N,N,N,N,N,N,N
2001-2910,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2001-2911,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2001-2918,,None,N,Y,N,N,N,N,N,N,N
2001-2919,,None,N,Y,N,N,N,N,N,N,N
2001-2920,,None,N,Y,N,N,N,N,N,N,N
2001-2923,,None,N,Y,N,N,N,N,N,N,N
2001-2924,8512.20.00.10,None,Y,Y,N,N,N,N,N,N,N
2001-2925,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2926,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-2928,,None,N,Y,N,N,N,N,N,N,N
2001-2932,,None,N,Y,N,N,N,N,N,N,N
2001-2953,,None,N,Y,N,N,N,N,N,N,N
2001-2954,,None,N,Y,N,N,N,N,N,N,N
2001-2966,,None,N,Y,N,N,N,N,N,N,N
2001-2969,,None,N,Y,N,N,N,N,N,N,N
2001-2972,,None,N,Y,N,N,N,N,N,N,N
2001-3037,,None,N,Y,N,N,N,N,N,N,N
2001-3045,,None,N,Y,N,N,N,N,N,N,N
2001-3046,,None,Y,Y,N,N,N,N,N,N,N
2001-3047,,None,Y,Y,N,N,N,N,N,N,N
2001-3049,,None,N,Y,N,N,N,N,N,N,N
2001-3050,,None,N,Y,N,N,N,N,N,N,N
2002-2910,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2002-2912,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2004-0017,7320.20.00.20,None,N,Y,N,N,N,N,N,N,N
2005-1400,8421.23.00.10,None,N,Y,N,N,N,N,N,N,N
2006804,7009.10.00.29,None,N,Y,N,N,N,N,N,N,N
2006808,7009.10.00.29,None,N,Y,N,N,N,N,N,N,N
2006810,7009.10.00.29,None,N,Y,N,N,N,N,N,N,N
2007-2510,8483.10.00.91,None,N,Y,N,N,N,N,N,N,N
2007-2585,8483.10.00.91,None,N,Y,N,N,N,N,N,N,N
2007-2640,8483.10.00.91,None,N,Y,N,N,N,N,N,N,N
2008-0200,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2008-0210,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2008-0220,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2008-2910,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2008-2911,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2008-2918,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2008-2919,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2008-5003,8409.91.00.90,None,N,Y,N,N,N,N,N,N,N
2009-9082,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2010-0010,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0011,,None,N,Y,N,N,N,N,N,N,N
2010-0013,,None,N,Y,N,N,N,N,N,N,N
2010-0037,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0162,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0163,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0165,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
20-100-19,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2010-0220,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0225,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2010-0387,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0413,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0557,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2010-0561,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0562,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0563,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0564,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0571,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0602,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0603,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0638,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0639,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0640,8708.92.99.00,None,N,Y,N,N,N,N,N,N,N
2010-0641,8708.92.99.00,None,N,Y,N,N,N,N,N,N,N
2010-0651,,None,N,Y,N,N,N,N,N,N,N
2010-0734,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0744,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0745,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0769,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0770,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0771,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0772,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0773,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0774,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0777,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0778,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0779,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0780,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0781,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0782,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0783,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0796,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0797,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0798,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0824,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0916,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0917,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0932,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2010-0938,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0939,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0943,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0949,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0956,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0958,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0990,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-0997,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1007,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1010,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1015,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1035,,None,N,Y,N,N,N,N,N,N,N
2010-1039,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1044,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1045,,None,N,Y,N,N,N,N,N,N,N
2010-1047,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1100,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1107,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1111,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1112,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1123,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1124,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1125,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1130,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1131,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1132,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1133,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1137,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1140,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1150,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1151,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1160,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1161,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1176,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1188,8512.20.00.20,NoAir,N,Y,N,N,N,N,N,N,N
2010-1203,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1229,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1232,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1240,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1265,,None,N,Y,N,N,N,N,N,N,N
2010-1266,,None,N,Y,N,N,N,N,N,N,N
2010-1268,,None,N,Y,N,N,N,N,N,N,N
2010-1269,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1276,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1278,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1279,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1294,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1301,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1302,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1343,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1345,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1356,8536.69.00.90,None,N,Y,N,N,N,N,N,N,N
2010-1358,,None,N,Y,N,N,N,N,N,N,N
2010-1362,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1363,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1364,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1365,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1366,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1367,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1368,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1369,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1393,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1394,,None,N,Y,N,N,N,N,N,N,N
2010-1395,,None,N,Y,N,N,N,N,N,N,N
2010-1396,,None,N,Y,N,N,N,N,N,N,N
2010-1397,,None,N,Y,N,N,N,N,N,N,N
2010-1404,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1405,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1406,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1407,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1408,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1409,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1410,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1413,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1414,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1415,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1416,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1417,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1418,8512.90.00.90,None,N,Y,N,N,N,N,N,N,N
2010-1419,8512.90.00.90,None,N,Y,N,N,N,N,N,N,N
2010-1420,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1421,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1427,,None,N,Y,N,N,N,N,N,N,N
2010-1428,,None,N,Y,N,N,N,N,N,N,N
2010-1429,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1430,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1431,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1432,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1433,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1434,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1435,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1436,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1437,,None,N,Y,N,N,N,N,N,N,N
2010-1438,,None,N,Y,N,N,N,N,N,N,N
2010-1439,,None,N,Y,N,N,N,N,N,N,N
2010-1442,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1443,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1444,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1445,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1450,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1452,,None,N,Y,N,N,N,N,N,N,N
2010-1458,,None,N,Y,N,N,N,N,N,N,N
2010-1460,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1461,,None,N,Y,N,N,N,N,N,N,N
2010-1463,8409.91.00.10,None,N,Y,N,N,N,N,N,N,N
2010-1465,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1466,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1470,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1471,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2010-1474,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
